bin_id	sample_id	classification	mag_path	gtdb_file	Bin Id	Completeness	Contamination
UHM982.23046_R.bin.19	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.19.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.19	83.61	4.47
UHM982.23046_R.bin.31	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.31.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.31	92.91	5.41
UHM982.23046_R.bin.32	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fumia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.32.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.32	25.17	0.0
UHM982.23046_R.bin.36	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.36.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.36	16.96	0.0
UHM982.23046_R.bin.37	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.37.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.37	71.81	1.68
UHM982.23046_R.bin.49	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.49.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.49	90.6	0.67
UHM982.23046_R.bin.54	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.54.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.54	81.58	4.59
UHM982.23046_R.bin.55	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.55.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.55	85.61	2.48
UHM982.23046_R.bin.56	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.56.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.56	85.88	7.52
UHM982.23046_R.bin.60	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.60.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.60	85.76	7.55
UHM982.23046_R.bin.68	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.68.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.68	81.36	2.24
UHM982.23046_R.bin.69	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.69.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.69	84.96	6.54
UHM982.23046_R.bin.71	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.71.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.71	50.0	0.0
UHM982.23046_R.bin.77	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.77.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.77	50.76	0.0
UHM982.23046_R.bin.106	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.106.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.108	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.108.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.11	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.11.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.118	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.118.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.122	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.122.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.123	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.123.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.132	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.132.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.145	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.145.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.19	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.19.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.31	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.31.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.32	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fumia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.32.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.36	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.36.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.37	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.37.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.49	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.49.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.54	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.54.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.55	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.55.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.56	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.56.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.60	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.60.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.68	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.68.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.69	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.69.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.71	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.71.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM982.23046_R.bin.77	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM982.23046_R.bin.77.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/classify/gtdbtk.bac120.summary.tsv			
UHM993.41094_R.bin.10	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAEDDN01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.10.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.10	16.02	0.0
UHM993.41094_R.bin.108	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.108.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.108	89.4	2.38
UHM993.41094_R.bin.12	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.12.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.12	93.12	3.08
UHM993.41094_R.bin.129	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.129.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.129	24.92	6.25
UHM993.41094_R.bin.149	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.149.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.149	77.08	1.48
UHM993.41094_R.bin.153	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.153.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.153	88.95	2.85
UHM993.41094_R.bin.22	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.22.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.22	96.24	1.36
UHM993.41094_R.bin.31	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CALWZE01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.31.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.31	89.58	4.03
UHM993.41094_R.bin.50	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.50.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.50	80.73	1.57
UHM993.41094_R.bin.66	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.66.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.66	89.66	14.56
UHM993.41094_R.bin.79	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.79.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.79	50.55	6.04
UHM993.41094_R.bin.82	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.82.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.82	49.22	5.36
UHM993.41094_R.bin.85	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.85.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.85	85.49	5.12
UHM993.41094_R.bin.90	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.90.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.90	35.62	1.22
UHM993.41094_R.bin.96	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.96.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.96	86.64	0.89
UHM993.41094_R.bin.10	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAEDDN01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM993.41094_R.bin.10.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/classify/gtdbtk.bac120.summary.tsv			
UHM993.41094_R.bin.108	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM993.41094_R.bin.108.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/classify/gtdbtk.bac120.summary.tsv			
UHM993.41094_R.bin.12	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM993.41094_R.bin.12.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/classify/gtdbtk.bac120.summary.tsv			
UHM993.41094_R.bin.129	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM993.41094_R.bin.129.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/classify/gtdbtk.bac120.summary.tsv			
UHM993.41094_R.bin.149	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM993.41094_R.bin.149.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/classify/gtdbtk.bac120.summary.tsv			
UHM993.41094_R.bin.153	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM993.41094_R.bin.153.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/classify/gtdbtk.bac120.summary.tsv			
